,box,angry,disgust,fear,happy,sad,surprise,neutral
27,"(321, 270, 108, 108)",0.08,0.0,0.09,0.0,0.4,0.0,0.42
28,"(321, 268, 107, 107)",0.06,0.0,0.07,0.0,0.4,0.01,0.46
29,"(321, 268, 107, 107)",0.07,0.0,0.09,0.0,0.38,0.01,0.45
30,"(321, 268, 107, 107)",0.07,0.0,0.07,0.0,0.34,0.0,0.52
31,"(322, 268, 107, 107)",0.04,0.0,0.11,0.0,0.46,0.0,0.38
32,"(323, 266, 108, 108)",0.05,0.0,0.07,0.0,0.26,0.0,0.62
33,"(323, 267, 106, 106)",0.05,0.0,0.08,0.0,0.39,0.0,0.48
34,"(324, 268, 105, 105)",0.05,0.0,0.09,0.0,0.5,0.0,0.35
35,"(323, 267, 107, 107)",0.04,0.0,0.09,0.0,0.36,0.01,0.51
36,"(323, 267, 106, 106)",0.02,0.0,0.11,0.0,0.48,0.0,0.39
37,"(324, 267, 106, 106)",0.03,0.0,0.1,0.0,0.53,0.0,0.34
38,"(323, 266, 107, 107)",0.02,0.0,0.07,0.0,0.35,0.0,0.56
39,"(323, 266, 108, 108)",0.02,0.0,0.07,0.0,0.37,0.0,0.54
40,"(325, 267, 106, 106)",0.02,0.0,0.03,0.0,0.19,0.0,0.76
41,"(323, 266, 107, 107)",0.02,0.0,0.02,0.0,0.24,0.0,0.72
42,"(324, 267, 106, 106)",0.03,0.0,0.06,0.0,0.38,0.0,0.52
43,"(325, 267, 106, 106)",0.02,0.0,0.04,0.0,0.19,0.0,0.75
44,"(323, 266, 108, 108)",0.03,0.0,0.05,0.0,0.23,0.0,0.69
45,"(324, 266, 107, 107)",0.03,0.0,0.06,0.0,0.27,0.0,0.65
46,"(323, 267, 106, 106)",0.03,0.0,0.07,0.0,0.3,0.0,0.6
47,"(324, 267, 107, 107)",0.02,0.0,0.06,0.0,0.38,0.0,0.53
48,"(323, 266, 108, 108)",0.03,0.0,0.08,0.0,0.4,0.0,0.49
49,"(324, 267, 106, 106)",0.03,0.0,0.05,0.0,0.37,0.0,0.56
50,"(325, 267, 106, 106)",0.03,0.0,0.05,0.0,0.25,0.0,0.67
51,"(324, 266, 108, 108)",0.03,0.0,0.08,0.0,0.54,0.0,0.35
52,"(324, 267, 107, 107)",0.02,0.0,0.07,0.0,0.49,0.0,0.41
53,"(324, 266, 108, 108)",0.03,0.0,0.08,0.0,0.43,0.0,0.46
54,"(324, 268, 106, 106)",0.03,0.0,0.09,0.0,0.6,0.0,0.28
55,"(325, 267, 107, 107)",0.03,0.0,0.08,0.0,0.49,0.0,0.4
56,"(325, 267, 107, 107)",0.03,0.0,0.11,0.0,0.4,0.0,0.46
57,"(325, 267, 107, 107)",0.03,0.0,0.13,0.0,0.44,0.0,0.4
58,"(325, 266, 108, 108)",0.03,0.0,0.11,0.0,0.54,0.0,0.32
59,"(324, 266, 108, 108)",0.04,0.0,0.09,0.0,0.47,0.0,0.4
60,"(324, 266, 108, 108)",0.04,0.0,0.08,0.0,0.34,0.0,0.54
61,"(325, 267, 107, 107)",0.04,0.0,0.1,0.0,0.4,0.0,0.46
62,"(323, 266, 109, 109)",0.02,0.0,0.06,0.0,0.33,0.0,0.57
63,"(324, 267, 108, 108)",0.03,0.0,0.08,0.0,0.44,0.0,0.45
64,"(323, 266, 109, 109)",0.03,0.0,0.06,0.0,0.33,0.0,0.58
65,"(323, 266, 109, 109)",0.04,0.0,0.06,0.0,0.37,0.0,0.53
66,"(323, 266, 109, 109)",0.03,0.0,0.05,0.0,0.33,0.0,0.59
67,"(322, 266, 110, 110)",0.02,0.0,0.04,0.0,0.3,0.0,0.63
68,"(323, 267, 108, 108)",0.04,0.0,0.09,0.0,0.48,0.0,0.39
69,"(325, 268, 107, 107)",0.04,0.0,0.07,0.0,0.43,0.0,0.46
70,"(325, 268, 107, 107)",0.03,0.0,0.11,0.0,0.4,0.0,0.45
71,"(325, 268, 107, 107)",0.06,0.0,0.12,0.0,0.43,0.0,0.39
72,"(324, 267, 108, 108)",0.05,0.0,0.05,0.0,0.35,0.0,0.54
73,"(324, 268, 108, 108)",0.06,0.0,0.07,0.0,0.46,0.0,0.4
74,"(323, 270, 106, 106)",0.03,0.0,0.08,0.0,0.46,0.0,0.42
75,"(324, 269, 107, 107)",0.05,0.0,0.09,0.0,0.44,0.0,0.42
76,"(321, 265, 111, 111)",0.05,0.0,0.06,0.0,0.37,0.0,0.52
77,"(321, 268, 110, 110)",0.05,0.0,0.07,0.0,0.44,0.0,0.44
78,"(321, 268, 110, 110)",0.05,0.0,0.07,0.0,0.4,0.0,0.47
79,"(322, 269, 109, 109)",0.04,0.0,0.05,0.0,0.32,0.0,0.59
80,"(322, 270, 109, 109)",0.04,0.0,0.07,0.0,0.4,0.0,0.5
81,"(322, 271, 108, 108)",0.04,0.0,0.07,0.0,0.34,0.0,0.56
82,"(322, 271, 109, 109)",0.04,0.0,0.08,0.0,0.42,0.0,0.46
83,"(322, 271, 109, 109)",0.07,0.0,0.1,0.0,0.41,0.0,0.42
84,"(322, 270, 108, 108)",0.05,0.0,0.05,0.0,0.5,0.0,0.4
85,"(323, 272, 108, 108)",0.05,0.0,0.1,0.0,0.46,0.0,0.38
86,"(320, 271, 109, 109)",0.06,0.0,0.08,0.0,0.56,0.0,0.3
87,"(319, 271, 110, 110)",0.04,0.0,0.09,0.0,0.51,0.0,0.36
88,"(321, 272, 108, 108)",0.06,0.0,0.08,0.0,0.47,0.0,0.39
89,"(319, 273, 109, 109)",0.06,0.0,0.14,0.0,0.54,0.0,0.26
90,"(321, 273, 110, 110)",0.05,0.0,0.12,0.0,0.52,0.0,0.31
91,"(324, 275, 107, 107)",0.05,0.0,0.1,0.0,0.47,0.0,0.37
92,"(324, 275, 107, 107)",0.07,0.0,0.07,0.0,0.54,0.0,0.33
93,"(323, 275, 108, 108)",0.06,0.0,0.12,0.0,0.56,0.0,0.26
94,"(324, 278, 106, 106)",0.05,0.0,0.15,0.0,0.6,0.0,0.19
95,"(323, 278, 107, 107)",0.04,0.0,0.18,0.0,0.52,0.0,0.25
96,"(323, 279, 106, 106)",0.03,0.0,0.08,0.0,0.63,0.0,0.27
97,"(321, 280, 105, 105)",0.04,0.0,0.09,0.0,0.51,0.0,0.35
98,"(320, 280, 106, 106)",0.05,0.0,0.1,0.0,0.62,0.0,0.23
99,"(321, 281, 105, 105)",0.04,0.0,0.13,0.0,0.63,0.0,0.2
100,"(319, 280, 107, 107)",0.04,0.0,0.13,0.0,0.51,0.0,0.32
101,"(319, 280, 106, 106)",0.03,0.0,0.08,0.0,0.55,0.0,0.34
102,"(319, 281, 105, 105)",0.04,0.0,0.09,0.0,0.54,0.0,0.33
103,"(320, 281, 104, 104)",0.02,0.0,0.07,0.0,0.43,0.0,0.47
104,"(320, 281, 105, 105)",0.04,0.0,0.12,0.0,0.51,0.0,0.33
105,"(320, 281, 105, 105)",0.05,0.0,0.12,0.0,0.53,0.0,0.3
106,"(317, 279, 108, 108)",0.05,0.0,0.09,0.0,0.58,0.0,0.28
107,"(319, 280, 107, 107)",0.05,0.0,0.12,0.0,0.59,0.0,0.24
108,"(320, 280, 106, 106)",0.04,0.0,0.08,0.0,0.69,0.0,0.19
109,"(319, 280, 107, 107)",0.04,0.0,0.12,0.0,0.5,0.0,0.33
110,"(320, 280, 106, 106)",0.04,0.0,0.08,0.0,0.65,0.0,0.23
111,"(320, 280, 106, 106)",0.04,0.0,0.11,0.0,0.62,0.0,0.22
112,"(319, 280, 106, 106)",0.05,0.0,0.12,0.0,0.55,0.0,0.27
113,"(320, 280, 106, 106)",0.04,0.0,0.1,0.0,0.67,0.0,0.19
114,"(320, 279, 108, 108)",0.04,0.0,0.13,0.0,0.63,0.0,0.19
115,"(321, 279, 108, 108)",0.05,0.0,0.14,0.0,0.57,0.0,0.24
116,"(321, 279, 106, 106)",0.05,0.0,0.08,0.0,0.55,0.0,0.32
117,"(321, 279, 106, 106)",0.04,0.0,0.12,0.0,0.56,0.0,0.28
118,"(323, 279, 106, 106)",0.04,0.0,0.08,0.0,0.67,0.0,0.21
119,"(324, 279, 106, 106)",0.05,0.0,0.09,0.0,0.65,0.0,0.21
120,"(323, 278, 106, 106)",0.06,0.0,0.08,0.0,0.61,0.0,0.25
121,"(325, 277, 108, 108)",0.05,0.0,0.09,0.0,0.48,0.0,0.38
122,"(324, 275, 109, 109)",0.1,0.0,0.07,0.0,0.6,0.0,0.24
123,"(323, 274, 110, 110)",0.07,0.0,0.1,0.0,0.6,0.01,0.22
124,"(323, 274, 110, 110)",0.08,0.0,0.15,0.0,0.48,0.01,0.28
125,"(323, 274, 111, 111)",0.07,0.0,0.16,0.0,0.55,0.01,0.21
126,"(325, 276, 109, 109)",0.04,0.0,0.15,0.0,0.61,0.01,0.19
127,"(324, 276, 109, 109)",0.07,0.0,0.15,0.0,0.52,0.01,0.26
128,"(326, 276, 109, 109)",0.06,0.0,0.12,0.0,0.64,0.01,0.17
129,"(326, 276, 109, 109)",0.07,0.0,0.13,0.0,0.61,0.01,0.19
130,"(325, 276, 109, 109)",0.05,0.0,0.12,0.0,0.46,0.0,0.36
131,"(326, 276, 109, 109)",0.07,0.0,0.12,0.0,0.61,0.01,0.19
132,"(326, 276, 109, 109)",0.08,0.0,0.1,0.0,0.63,0.0,0.19
133,"(325, 276, 109, 109)",0.09,0.0,0.13,0.0,0.48,0.01,0.3
134,"(326, 276, 109, 109)",0.06,0.0,0.14,0.0,0.51,0.01,0.29
135,"(326, 276, 109, 109)",0.06,0.0,0.12,0.0,0.53,0.0,0.29
136,"(326, 276, 110, 110)",0.08,0.0,0.08,0.0,0.61,0.01,0.23
137,"(327, 277, 108, 108)",0.06,0.0,0.1,0.0,0.66,0.0,0.18
138,"(326, 275, 110, 110)",0.07,0.0,0.08,0.0,0.58,0.01,0.26
139,"(325, 275, 110, 110)",0.09,0.0,0.09,0.0,0.49,0.01,0.31
140,"(327, 277, 108, 108)",0.08,0.0,0.12,0.0,0.66,0.0,0.15
141,"(326, 275, 110, 110)",0.07,0.0,0.1,0.0,0.65,0.01,0.17
142,"(326, 275, 110, 110)",0.08,0.0,0.09,0.0,0.6,0.01,0.23
143,"(326, 276, 110, 110)",0.07,0.0,0.11,0.0,0.57,0.01,0.24
144,"(327, 275, 111, 111)",0.1,0.0,0.08,0.0,0.67,0.01,0.14
145,"(327, 276, 110, 110)",0.1,0.0,0.09,0.0,0.59,0.01,0.21
146,"(327, 275, 110, 110)",0.11,0.0,0.11,0.0,0.61,0.01,0.16
147,"(326, 275, 111, 111)",0.08,0.0,0.09,0.0,0.56,0.0,0.26
148,"(325, 274, 112, 112)",0.14,0.0,0.12,0.0,0.41,0.01,0.32
149,"(327, 275, 110, 110)",0.08,0.0,0.18,0.0,0.46,0.01,0.27
150,"(326, 275, 110, 110)",0.06,0.0,0.14,0.0,0.48,0.0,0.32
151,"(327, 276, 108, 108)",0.08,0.0,0.07,0.0,0.46,0.0,0.39
152,"(326, 274, 110, 110)",0.08,0.0,0.08,0.0,0.5,0.01,0.33
153,"(323, 275, 111, 111)",0.13,0.0,0.09,0.0,0.33,0.01,0.43
154,"(326, 274, 110, 110)",0.13,0.0,0.09,0.0,0.45,0.01,0.31
155,"(325, 276, 109, 109)",0.1,0.0,0.14,0.0,0.28,0.01,0.47
156,"(327, 275, 110, 110)",0.14,0.0,0.12,0.0,0.51,0.01,0.23
157,"(323, 274, 111, 111)",0.14,0.0,0.15,0.0,0.35,0.01,0.34
158,"(326, 274, 110, 110)",0.09,0.0,0.1,0.0,0.44,0.01,0.36
159,"(324, 275, 111, 111)",0.1,0.0,0.15,0.0,0.58,0.01,0.16
160,"(326, 274, 111, 111)",0.12,0.0,0.11,0.0,0.52,0.01,0.24
161,"(326, 273, 111, 111)",0.1,0.0,0.11,0.0,0.43,0.01,0.35
162,"(326, 273, 112, 112)",0.15,0.0,0.17,0.0,0.42,0.01,0.24
163,"(326, 273, 111, 111)",0.17,0.0,0.11,0.0,0.44,0.02,0.26
164,"(323, 274, 111, 111)",0.15,0.0,0.11,0.0,0.29,0.02,0.44
165,"(323, 275, 110, 110)",0.15,0.0,0.14,0.0,0.29,0.01,0.4
166,"(323, 274, 110, 110)",0.18,0.0,0.12,0.0,0.4,0.01,0.28
167,"(326, 274, 111, 111)",0.07,0.0,0.12,0.0,0.52,0.01,0.28
168,"(324, 271, 114, 114)",0.15,0.0,0.08,0.0,0.41,0.01,0.35
169,"(326, 273, 112, 112)",0.14,0.0,0.11,0.0,0.45,0.01,0.3
170,"(326, 274, 110, 110)",0.11,0.0,0.12,0.0,0.53,0.01,0.23
171,"(326, 273, 112, 112)",0.13,0.0,0.1,0.0,0.57,0.01,0.2
172,"(325, 273, 112, 112)",0.14,0.0,0.13,0.0,0.44,0.01,0.28
173,"(326, 274, 111, 111)",0.06,0.0,0.12,0.0,0.54,0.0,0.27
174,"(326, 274, 111, 111)",0.09,0.0,0.12,0.0,0.51,0.0,0.27
175,"(322, 274, 111, 111)",0.13,0.0,0.13,0.0,0.35,0.01,0.38
176,"(326, 273, 112, 112)",0.14,0.0,0.13,0.0,0.47,0.01,0.25
177,"(323, 274, 111, 111)",0.13,0.0,0.08,0.0,0.38,0.01,0.39
178,"(324, 275, 110, 110)",0.11,0.0,0.14,0.0,0.41,0.01,0.33
179,"(323, 274, 111, 111)",0.09,0.0,0.12,0.0,0.42,0.01,0.36
180,"(325, 272, 113, 113)",0.09,0.0,0.11,0.0,0.44,0.01,0.35
181,"(326, 272, 112, 112)",0.13,0.0,0.13,0.0,0.49,0.01,0.24
182,"(324, 274, 111, 111)",0.07,0.0,0.09,0.0,0.42,0.01,0.41
183,"(326, 272, 113, 113)",0.14,0.0,0.12,0.0,0.43,0.01,0.3
184,"(326, 273, 112, 112)",0.11,0.0,0.11,0.0,0.49,0.0,0.29
185,"(327, 273, 111, 111)",0.12,0.0,0.09,0.0,0.5,0.0,0.28
186,"(327, 274, 111, 111)",0.07,0.0,0.11,0.0,0.6,0.01,0.21
187,"(324, 275, 110, 110)",0.08,0.0,0.17,0.0,0.41,0.0,0.34
188,"(324, 275, 111, 111)",0.07,0.0,0.11,0.0,0.5,0.01,0.3
189,"(328, 277, 108, 108)",0.08,0.0,0.13,0.0,0.49,0.0,0.29
190,"(327, 274, 111, 111)",0.05,0.0,0.08,0.0,0.4,0.0,0.47
191,"(327, 274, 111, 111)",0.06,0.0,0.07,0.0,0.46,0.0,0.41
192,"(328, 276, 109, 109)",0.05,0.0,0.07,0.0,0.56,0.0,0.31
193,"(327, 274, 111, 111)",0.06,0.0,0.06,0.0,0.42,0.0,0.46
194,"(328, 277, 109, 109)",0.08,0.0,0.09,0.0,0.48,0.01,0.34
195,"(327, 277, 109, 109)",0.08,0.0,0.16,0.0,0.43,0.01,0.32
196,"(327, 277, 108, 108)",0.05,0.0,0.15,0.0,0.39,0.01,0.4
197,"(328, 277, 109, 109)",0.06,0.0,0.11,0.0,0.52,0.0,0.3
198,"(329, 275, 110, 110)",0.09,0.0,0.1,0.0,0.6,0.0,0.21
199,"(328, 277, 108, 108)",0.07,0.0,0.13,0.0,0.53,0.01,0.27
200,"(328, 276, 110, 110)",0.07,0.0,0.12,0.0,0.54,0.01,0.26
201,"(328, 276, 110, 110)",0.07,0.0,0.1,0.0,0.55,0.01,0.28
202,"(328, 275, 111, 111)",0.06,0.0,0.09,0.0,0.54,0.0,0.3
203,"(328, 277, 110, 110)",0.1,0.0,0.14,0.0,0.46,0.01,0.29
204,"(329, 277, 109, 109)",0.09,0.0,0.11,0.0,0.48,0.0,0.32
205,"(329, 276, 110, 110)",0.07,0.0,0.1,0.0,0.63,0.0,0.21
206,"(327, 276, 111, 111)",0.06,0.0,0.09,0.0,0.49,0.01,0.35
207,"(330, 277, 108, 108)",0.08,0.0,0.09,0.0,0.52,0.0,0.31
208,"(329, 277, 109, 109)",0.07,0.0,0.12,0.0,0.51,0.01,0.3
209,"(327, 275, 112, 112)",0.1,0.0,0.1,0.0,0.46,0.01,0.33
210,"(328, 275, 112, 112)",0.11,0.0,0.07,0.0,0.42,0.01,0.39
211,"(328, 276, 110, 110)",0.06,0.0,0.09,0.0,0.46,0.0,0.38
212,"(327, 276, 111, 111)",0.09,0.0,0.13,0.0,0.46,0.01,0.31
213,"(328, 276, 111, 111)",0.07,0.0,0.16,0.0,0.44,0.01,0.32
214,"(328, 276, 111, 111)",0.09,0.0,0.17,0.0,0.45,0.01,0.28
215,"(328, 276, 111, 111)",0.11,0.0,0.1,0.0,0.44,0.02,0.33
216,"(330, 276, 110, 110)",0.07,0.0,0.12,0.0,0.62,0.0,0.19
217,"(330, 275, 110, 110)",0.1,0.0,0.07,0.0,0.69,0.0,0.14
218,"(328, 276, 111, 111)",0.12,0.0,0.08,0.0,0.54,0.01,0.25
219,"(329, 275, 110, 110)",0.08,0.0,0.04,0.0,0.58,0.0,0.3
220,"(328, 275, 112, 112)",0.06,0.0,0.07,0.0,0.51,0.0,0.36
221,"(329, 276, 110, 110)",0.07,0.0,0.08,0.0,0.67,0.0,0.18
222,"(329, 275, 111, 111)",0.05,0.0,0.11,0.0,0.59,0.0,0.24
223,"(330, 276, 109, 109)",0.07,0.0,0.05,0.0,0.66,0.0,0.22
224,"(328, 276, 111, 111)",0.11,0.0,0.1,0.0,0.51,0.01,0.27
225,"(327, 276, 111, 111)",0.07,0.0,0.21,0.0,0.38,0.02,0.33
226,"(326, 276, 112, 112)",0.07,0.0,0.14,0.0,0.45,0.02,0.32
227,"(327, 276, 111, 111)",0.08,0.0,0.13,0.0,0.4,0.01,0.37
228,"(329, 276, 110, 110)",0.08,0.0,0.11,0.0,0.62,0.01,0.19
229,"(329, 277, 109, 109)",0.08,0.0,0.07,0.0,0.56,0.0,0.28
230,"(330, 276, 109, 109)",0.1,0.0,0.06,0.0,0.58,0.0,0.25
231,"(330, 275, 110, 110)",0.11,0.0,0.06,0.0,0.56,0.01,0.27
232,"(327, 276, 111, 111)",0.08,0.0,0.12,0.0,0.44,0.01,0.35
233,"(329, 276, 111, 111)",0.07,0.0,0.12,0.0,0.55,0.01,0.26
234,"(330, 276, 110, 110)",0.06,0.0,0.1,0.0,0.6,0.0,0.23
235,"(327, 276, 111, 111)",0.07,0.0,0.1,0.0,0.4,0.01,0.43
236,"(330, 276, 109, 109)",0.09,0.0,0.06,0.0,0.53,0.0,0.32
237,"(328, 276, 111, 111)",0.08,0.0,0.08,0.0,0.43,0.01,0.4
238,"(329, 276, 110, 110)",0.07,0.0,0.09,0.0,0.57,0.0,0.27
239,"(330, 275, 110, 110)",0.07,0.0,0.08,0.0,0.6,0.0,0.24
240,"(330, 275, 111, 111)",0.08,0.0,0.1,0.0,0.67,0.0,0.14
241,"(330, 276, 109, 109)",0.09,0.0,0.07,0.0,0.61,0.0,0.23
242,"(330, 275, 111, 111)",0.12,0.0,0.09,0.0,0.58,0.01,0.2
243,"(328, 276, 111, 111)",0.07,0.0,0.12,0.0,0.54,0.01,0.26
244,"(328, 275, 112, 112)",0.05,0.0,0.09,0.0,0.51,0.01,0.34
245,"(328, 276, 111, 111)",0.08,0.0,0.08,0.0,0.42,0.0,0.41
246,"(329, 276, 110, 110)",0.06,0.0,0.07,0.0,0.47,0.0,0.4
247,"(329, 276, 110, 110)",0.08,0.0,0.08,0.0,0.55,0.01,0.28
248,"(328, 276, 111, 111)",0.13,0.0,0.09,0.0,0.43,0.01,0.34
249,"(328, 276, 111, 111)",0.09,0.0,0.09,0.0,0.47,0.01,0.35
250,"(329, 277, 110, 110)",0.11,0.0,0.14,0.0,0.48,0.01,0.26
251,"(329, 274, 112, 112)",0.08,0.0,0.08,0.0,0.51,0.0,0.33
252,"(329, 276, 111, 111)",0.07,0.0,0.08,0.0,0.43,0.01,0.42
253,"(329, 276, 111, 111)",0.08,0.0,0.1,0.0,0.51,0.01,0.3
254,"(329, 276, 111, 111)",0.08,0.0,0.14,0.0,0.51,0.01,0.26
255,"(330, 276, 110, 110)",0.07,0.0,0.1,0.0,0.6,0.0,0.23
256,"(329, 276, 111, 111)",0.09,0.0,0.15,0.0,0.51,0.01,0.25
257,"(328, 277, 110, 110)",0.08,0.0,0.11,0.0,0.54,0.0,0.26
258,"(328, 276, 111, 111)",0.05,0.0,0.1,0.0,0.35,0.01,0.49
259,"(329, 276, 110, 110)",0.06,0.0,0.1,0.0,0.4,0.01,0.42
260,"(329, 276, 110, 110)",0.09,0.0,0.11,0.0,0.5,0.01,0.3
261,"(329, 276, 111, 111)",0.1,0.0,0.09,0.0,0.49,0.01,0.31
262,"(330, 276, 109, 109)",0.09,0.0,0.07,0.0,0.47,0.01,0.35
263,"(330, 275, 111, 111)",0.17,0.0,0.07,0.0,0.49,0.01,0.26
264,"(330, 275, 110, 110)",0.09,0.0,0.09,0.0,0.52,0.01,0.29
265,"(329, 274, 111, 111)",0.1,0.0,0.07,0.0,0.52,0.0,0.3
266,"(330, 275, 110, 110)",0.1,0.0,0.1,0.0,0.5,0.01,0.28
267,"(330, 275, 111, 111)",0.08,0.0,0.12,0.0,0.57,0.01,0.21
268,"(329, 275, 111, 111)",0.15,0.0,0.1,0.0,0.5,0.01,0.25
269,"(330, 274, 112, 112)",0.13,0.0,0.12,0.0,0.44,0.01,0.3
270,"(331, 276, 109, 109)",0.12,0.0,0.09,0.0,0.43,0.01,0.35
271,"(330, 275, 111, 111)",0.12,0.0,0.1,0.0,0.48,0.02,0.28
272,"(330, 275, 112, 112)",0.12,0.0,0.09,0.0,0.47,0.01,0.31
273,"(329, 276, 111, 111)",0.1,0.0,0.15,0.0,0.43,0.02,0.3
274,"(330, 276, 110, 110)",0.11,0.0,0.13,0.0,0.41,0.01,0.33
275,"(331, 275, 111, 111)",0.12,0.0,0.12,0.0,0.48,0.01,0.27
276,"(331, 275, 110, 110)",0.11,0.0,0.1,0.0,0.55,0.01,0.24
277,"(331, 275, 111, 111)",0.19,0.0,0.12,0.0,0.51,0.01,0.17
278,"(331, 275, 111, 111)",0.18,0.0,0.12,0.0,0.52,0.01,0.16
279,"(331, 276, 110, 110)",0.09,0.0,0.09,0.0,0.55,0.01,0.27
280,"(331, 276, 109, 109)",0.11,0.0,0.1,0.0,0.41,0.01,0.37
281,"(329, 274, 112, 112)",0.11,0.0,0.07,0.0,0.38,0.0,0.42
282,"(330, 275, 111, 111)",0.17,0.0,0.08,0.0,0.53,0.0,0.22
283,"(330, 275, 111, 111)",0.21,0.0,0.08,0.0,0.44,0.01,0.27
284,"(330, 276, 110, 110)",0.1,0.0,0.08,0.0,0.44,0.01,0.36
285,"(330, 275, 110, 110)",0.09,0.0,0.08,0.0,0.56,0.0,0.26
286,"(330, 275, 112, 112)",0.19,0.0,0.14,0.0,0.43,0.01,0.23
287,"(331, 275, 111, 111)",0.08,0.0,0.09,0.0,0.61,0.01,0.21
288,"(330, 275, 112, 112)",0.08,0.0,0.06,0.0,0.58,0.0,0.28
289,"(330, 276, 111, 111)",0.06,0.0,0.05,0.0,0.61,0.0,0.28
290,"(331, 277, 109, 109)",0.06,0.0,0.05,0.0,0.58,0.0,0.3
291,"(330, 276, 110, 110)",0.06,0.0,0.06,0.0,0.6,0.0,0.28
292,"(331, 275, 111, 111)",0.07,0.0,0.07,0.0,0.6,0.0,0.25
293,"(331, 275, 111, 111)",0.08,0.0,0.09,0.0,0.57,0.0,0.26
294,"(330, 276, 110, 110)",0.09,0.0,0.13,0.0,0.5,0.0,0.28
295,"(330, 277, 110, 110)",0.11,0.0,0.14,0.0,0.42,0.01,0.33
296,"(330, 276, 110, 110)",0.09,0.0,0.1,0.0,0.45,0.0,0.35
297,"(331, 275, 111, 111)",0.14,0.0,0.09,0.0,0.43,0.0,0.34
298,"(331, 276, 110, 110)",0.15,0.0,0.11,0.0,0.38,0.01,0.36
299,"(330, 276, 111, 111)",0.09,0.0,0.08,0.0,0.44,0.01,0.38
300,"(330, 275, 112, 112)",0.15,0.0,0.08,0.0,0.49,0.01,0.27
301,"(331, 276, 110, 110)",0.16,0.0,0.08,0.0,0.43,0.01,0.33
302,"(331, 276, 110, 110)",0.1,0.0,0.1,0.0,0.51,0.01,0.28
303,"(331, 277, 109, 109)",0.12,0.0,0.12,0.0,0.48,0.01,0.27
304,"(330, 276, 110, 110)",0.14,0.0,0.11,0.0,0.31,0.01,0.43
305,"(329, 277, 110, 110)",0.09,0.0,0.13,0.0,0.34,0.01,0.43
306,"(330, 276, 111, 111)",0.17,0.0,0.11,0.0,0.46,0.0,0.25
307,"(330, 277, 110, 110)",0.15,0.0,0.14,0.0,0.38,0.01,0.32
308,"(329, 276, 111, 111)",0.14,0.0,0.14,0.0,0.47,0.01,0.25
309,"(331, 276, 111, 111)",0.14,0.0,0.13,0.0,0.5,0.01,0.21
310,"(332, 277, 109, 109)",0.1,0.0,0.1,0.0,0.4,0.01,0.4
311,"(330, 276, 111, 111)",0.14,0.0,0.1,0.0,0.43,0.01,0.31
312,"(332, 277, 108, 108)",0.09,0.0,0.07,0.0,0.45,0.01,0.39
313,"(330, 276, 111, 111)",0.12,0.0,0.11,0.0,0.41,0.01,0.35
314,"(331, 276, 110, 110)",0.17,0.0,0.11,0.0,0.44,0.01,0.26
315,"(331, 278, 109, 109)",0.12,0.0,0.09,0.0,0.55,0.0,0.24
